Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr14A:780176-785454	Cluster_23164	8331	1636	2958	2217	1445	0	3	0	0	0	0	1	6	10	12	19	24
chr14A:785537-786090	Cluster_23165	3548	444	1366	1202	510	0	0	1	0	0	0	0	2	1	6	7	9
chr14A:806090-810430	Cluster_23173	6806	1381	2147	1802	1398	0	1	0	0	1	1	1	2	13	8	32	19
chr14A:810900-811200	Cluster_23174	506	89	164	181	70	0	0	0	0	0	0	0	0	0	1	0	1
chr14A:811764-812717	Cluster_23175	927	120	366	288	99	0	0	0	0	0	0	0	0	3	9	17	25
chr14A:813217-814971	Cluster_23176	1336	192	295	253	160	0	0	0	0	0	1	0	0	1	79	172	183
chr14A:817014-817866	Cluster_23179	361	44	90	71	39	0	0	0	0	0	2	0	0	0	19	53	43
chr14A:914109-916097	Cluster_23205	491	138	144	93	30	0	0	0	0	3	0	0	1	1	16	33	32
chr14A:918071-919397	Cluster_23206	739	99	265	215	98	0	0	0	1	0	0	0	1	3	11	17	29
chr14A:937709-943249	Cluster_23215	1446	297	555	489	99	0	2	0	0	0	1	0	0	1	0	1	1
chr14A:1008325-1011864	Cluster_23238	1734	530	491	451	226	0	0	0	1	0	0	0	4	5	4	7	15
chr14A:1011952-1012606	Cluster_23239	328	225	52	37	14	0	0	0	0	0	0	0	0	0	0	0	0
chr14A:1012707-1014163	Cluster_23240	736	528	106	67	26	0	0	1	0	1	0	0	0	2	1	2	2
chr14A:1077856-1080238	Cluster_23251	444	109	126	120	70	0	1	0	0	0	0	0	3	4	1	9	1
chr14A:1117891-1121069	Cluster_23261	1143	550	273	198	110	0	0	0	0	0	0	0	0	3	2	3	4
chr14A:1125878-1130965	Cluster_23263	2091	480	581	425	300	0	0	0	1	0	0	0	3	8	38	125	130
chr14A:1179393-1181242	Cluster_23287	384	34	71	55	49	0	0	0	0	0	0	0	0	1	31	61	82
chr14A:1262188-1262314	Cluster_23307	293	38	121	114	19	0	0	0	0	0	0	0	0	0	0	1	0
chr14A:1272282-1275026	Cluster_23311	1248	234	419	302	263	0	0	1	0	0	1	0	5	2	5	7	9
chr14A:1314224-1316232	Cluster_23326	722	159	221	184	135	0	0	0	0	0	0	0	3	4	2	7	7
chr14A:1478854-1479768	Cluster_23382	518	63	115	84	72	1	1	1	0	0	0	0	0	0	35	68	78
chr14A:1479864-1480569	Cluster_23383	303	31	60	50	27	0	1	0	0	0	0	0	0	0	44	40	50
chr14A:1481820-1482718	Cluster_23386	389	62	86	70	41	0	0	0	0	0	0	0	0	0	22	43	65
chr14A:1490200-1491191	Cluster_23390	294	33	57	66	26	0	0	0	0	0	0	0	0	0	22	41	49
chr14A:1494990-1495368	Cluster_23397	613	77	159	117	70	0	1	0	0	0	0	0	0	0	28	89	72
chr14A:1495562-1496167	Cluster_23398	490	61	118	79	61	0	0	0	0	0	0	0	1	0	29	63	78
chr14A:1496537-1496864	Cluster_23399	292	41	68	42	56	0	0	0	0	0	0	0	0	0	14	25	46
chr14A:1496954-1497664	Cluster_23400	250	37	63	49	47	0	0	0	0	0	0	1	0	0	11	16	26
chr14A:1497800-1498632	Cluster_23401	247	34	59	52	37	0	0	0	0	0	0	0	0	0	9	33	23
chr14A:1545491-1546569	Cluster_23436	409	48	100	60	47	0	0	0	0	0	0	0	0	0	33	41	80
chr14A:1546904-1547171	Cluster_23437	381	32	100	66	37	0	0	0	0	0	0	0	0	0	34	55	57
chr14A:1627065-1627409	Cluster_23478	305	273	15	12	5	0	0	0	0	0	0	0	0	0	0	0	0
chr14A:1627484-1628419	Cluster_23479	430	358	39	23	8	0	0	0	0	0	0	0	0	0	0	0	2
chr14A:1630123-1631775	Cluster_23484	359	264	43	31	21	0	0	0	0	0	0	0	0	0	0	0	0
chr14A:1663258-1663652	Cluster_23494	277	34	57	38	35	0	0	0	0	0	0	0	0	0	31	30	52
chr14A:1669263-1670008	Cluster_23497	416	43	85	70	33	0	1	0	0	0	0	0	0	1	23	57	103
chr14A:1694841-1697317	Cluster_23507	529	46	116	78	51	0	0	0	0	0	0	0	1	0	37	90	110
chr14A:1713470-1714875	Cluster_23518	755	445	132	100	74	0	0	0	0	0	0	0	0	0	0	1	3
chr14A:1718832-1722264	Cluster_23522	987	202	275	244	242	0	0	1	0	0	0	0	1	2	6	3	11
chr14A:1726912-1729834	Cluster_23523	710	414	141	96	50	0	1	0	0	0	0	0	2	2	0	1	3
chr14A:1741405-1746302	Cluster_23527	46044	10696	17438	13905	3898	2	3	1	2	4	3	1	17	14	10	31	19
chr14A:2034602-2036727	Cluster_23589	573	139	188	117	123	0	0	0	0	2	0	0	0	0	0	3	1
chr14A:2167582-2170392	Cluster_23617	257	26	54	45	28	0	0	0	0	1	0	1	0	0	34	38	30
chr14A:2217442-2223916	Cluster_23640	7609	939	1845	1472	929	0	1	2	1	0	1	11	3	2	518	911	974
chr14A:2224017-2225506	Cluster_23641	1289	146	306	222	141	0	1	0	0	0	0	1	1	0	103	184	184
chr14A:2225738-2228130	Cluster_23642	2087	226	480	407	225	0	1	0	0	0	2	2	3	2	137	290	312
chr14A:2228425-2229162	Cluster_23643	447	57	99	70	62	0	0	0	0	0	0	1	0	0	33	57	68
chr14A:2229368-2234307	Cluster_23644	8134	984	1701	1375	1132	0	0	4	1	0	3	9	8	3	632	1020	1262
chr14A:2234604-2241596	Cluster_23645	8023	916	1699	1379	1037	0	1	3	1	2	2	9	4	3	613	1100	1254
chr14A:2241676-2242543	Cluster_23646	251	30	43	48	34	0	0	0	0	0	0	0	1	1	16	36	42
chr14A:2246277-2247835	Cluster_23651	456	49	95	80	62	0	1	0	0	1	0	1	1	0	25	68	73
chr14A:2248357-2254630	Cluster_23653	6109	687	1346	1004	699	0	0	1	0	1	0	5	6	6	447	931	976
chr14A:2255150-2255819	Cluster_23655	566	61	126	96	103	0	1	0	0	0	0	0	1	0	49	70	59
chr14A:2255927-2256928	Cluster_23656	1159	115	225	168	180	0	0	0	0	0	1	0	3	3	101	174	189
chr14A:2257007-2259288	Cluster_23657	2278	252	408	358	303	0	0	2	0	0	0	2	3	0	211	367	372
chr14A:2261976-2262507	Cluster_23662	1040	132	247	219	129	0	0	0	0	0	0	1	1	0	71	113	127
chr14A:2262588-2264138	Cluster_23663	1873	209	487	362	196	0	0	0	0	0	1	1	0	0	147	228	242
chr14A:2264222-2272165	Cluster_23664	9067	1150	2104	1671	1076	0	1	1	2	3	3	5	3	5	707	1131	1205
chr14A:2272252-2273013	Cluster_23665	389	57	96	102	41	0	0	0	0	0	0	0	0	0	16	38	39
chr14A:2273147-2273871	Cluster_23666	279	26	56	40	35	0	0	0	0	0	0	1	0	0	25	43	53
chr14A:2276877-2278353	Cluster_23669	331	25	63	54	40	0	0	0	0	0	0	0	0	1	32	68	48
chr14A:2281550-2283683	Cluster_23672	624	88	139	120	70	0	0	2	0	1	1	1	0	0	49	73	80
chr14A:2286350-2287180	Cluster_23674	356	37	80	65	46	0	0	0	0	0	0	0	0	0	45	43	40
chr14A:2287295-2288267	Cluster_23675	302	34	78	61	29	0	0	0	0	0	1	0	1	0	20	35	43
chr14A:2468314-2470409	Cluster_23713	317	32	60	48	30	0	2	2	2	2	1	5	4	4	16	50	59
chr14A:2498784-2503653	Cluster_23723	2264	416	564	470	513	0	4	0	2	2	1	0	8	30	46	103	105
chr14A:2604760-2607113	Cluster_23749	669	109	208	187	109	0	0	0	0	0	0	0	2	6	8	18	22
chr14A:2616851-2621956	Cluster_23757	117661	25576	41181	32624	17436	5	11	5	7	36	50	4	102	207	72	159	186
chr14A:2629510-2629765	Cluster_23759	303	39	77	68	58	0	0	0	0	0	0	0	0	1	13	27	20
chr14A:2660474-2661412	Cluster_23770	268	51	96	83	34	0	0	0	1	0	0	0	1	0	0	0	2
chr14A:2662107-2663841	Cluster_23772	483	97	143	150	89	0	0	0	1	0	0	0	0	1	0	1	1
chr14A:2732296-2735539	Cluster_23786	642	71	151	110	83	0	3	2	10	4	5	1	1	2	27	73	99
chr14A:2772343-2774548	Cluster_23795	336	40	74	56	44	0	0	0	0	0	0	1	0	0	15	47	59
chr14A:2791501-2791747	Cluster_23805	353	74	85	65	60	0	0	0	0	0	0	0	0	0	9	27	33
chr14A:2828060-2830444	Cluster_23811	284	29	62	59	38	0	0	0	1	0	0	0	0	0	10	43	42
chr14A:2830560-2834846	Cluster_23812	481	51	98	74	65	0	0	0	1	0	1	0	1	0	41	74	75
chr14A:2835260-2837259	Cluster_23813	333	41	73	50	44	0	0	0	0	0	0	0	0	0	26	49	50
chr14A:2837558-2841115	Cluster_23814	758	92	164	130	91	0	0	0	0	0	0	0	0	1	48	112	120
chr14A:2841321-2843908	Cluster_23815	664	71	163	117	76	2	0	0	0	0	0	0	0	1	51	82	101
chr14A:2903206-2918974	Cluster_23838	44132	5495	10723	8531	7119	2	8	12	4	12	24	35	77	162	2437	4678	4813
chr14A:2919089-2919611	Cluster_23839	734	96	148	121	124	0	0	0	0	0	1	0	1	2	51	85	105
chr14A:2919687-2919959	Cluster_23840	373	43	81	90	40	0	0	0	0	1	0	1	1	0	21	51	44
chr14A:2920453-2923336	Cluster_23841	2228	276	545	401	381	0	0	0	0	0	0	5	2	3	131	235	249
chr14A:2925081-2927024	Cluster_23844	381	40	85	75	75	0	0	0	0	0	0	1	0	0	28	42	35
chr14A:2935066-2936452	Cluster_23848	265	38	52	31	34	0	0	0	0	0	0	2	0	0	26	35	47
chr14A:3089420-3091047	Cluster_23894	475	117	143	128	74	0	0	0	0	1	0	0	0	0	1	4	7
chr14A:3108734-3113264	Cluster_23898	7060	1321	1960	1601	1711	1	2	4	0	3	7	2	38	78	68	109	155
chr14A:3125775-3126891	Cluster_23904	102829	35355	31117	23424	11877	2	3	2	5	6	28	10	103	151	199	308	239
chr14A:3154612-3157570	Cluster_23916	372	44	93	52	45	0	0	0	0	0	0	0	0	0	25	42	71
chr14A:3166350-3168875	Cluster_23921	333	181	62	48	32	0	0	0	0	0	0	0	1	0	3	2	4
chr14A:3183860-3185846	Cluster_23926	606	115	218	157	105	0	0	0	1	0	0	0	0	1	1	3	5
chr14A:3208176-3209753	Cluster_23937	1106	191	299	266	189	0	1	0	0	4	6	0	13	54	16	30	37
chr14A:3274722-3275922	Cluster_23959	396	255	56	35	48	0	0	0	0	0	0	0	0	0	0	1	1
chr14A:3313528-3314617	Cluster_23970	451	60	108	90	72	0	0	0	0	0	0	0	0	0	28	35	58
chr15A:4895-7214	Cluster_24020	272	36	53	45	37	0	0	0	0	0	0	0	0	0	19	39	43
chr15A:10600-11958	Cluster_24024	371	41	71	75	48	0	0	0	0	0	0	1	1	2	20	54	58
chr15A:12101-12749	Cluster_24025	261	32	54	41	48	0	0	0	0	1	0	0	0	0	20	32	33
chr15A:13502-17513	Cluster_24026	5239	775	1460	1194	825	0	4	2	0	8	8	7	43	89	151	320	353
chr15A:17895-21578	Cluster_24027	367	38	62	52	38	0	0	0	0	0	0	2	0	1	31	76	67
chr15A:22633-25292	Cluster_24028	467	57	115	64	65	0	1	0	0	0	1	0	1	0	32	62	69
chr15A:26205-26717	Cluster_24029	287	48	58	50	34	0	0	0	0	0	0	0	0	2	14	40	41
chr15A:28650-28919	Cluster_24032	289	35	62	58	41	0	0	0	0	0	0	0	0	0	12	41	40
chr15A:30761-31660	Cluster_24033	1153	127	229	211	193	0	0	1	0	0	0	0	0	2	76	146	168
chr15A:34756-36800	Cluster_24037	341	36	81	47	33	0	0	0	0	0	0	0	1	0	31	44	68
chr15A:43302-43845	Cluster_24042	1077	122	239	205	189	0	0	0	0	0	0	2	0	1	63	122	134
chr15A:45950-49386	Cluster_24044	8277	1256	2601	2033	1318	0	3	1	0	0	0	5	21	27	210	392	410
chr15A:72285-75114	Cluster_24053	645	458	84	75	23	0	0	0	0	0	1	0	0	0	1	2	1
chr15A:130389-131896	Cluster_24073	351	141	97	79	24	0	0	0	0	0	0	0	0	0	1	4	5
chr15A:150224-150266	Cluster_24080	276	251	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15A:160426-162854	Cluster_24083	1499	308	493	384	253	0	7	0	4	2	2	2	1	4	8	14	17
chr15A:191707-196538	Cluster_24090	3154	671	934	700	729	0	1	1	0	1	5	0	7	7	13	50	35
chr15A:239866-239997	Cluster_24111	322	103	87	85	43	0	0	0	0	0	0	0	2	1	0	0	1
chr15A:240516-240717	Cluster_24112	1245	303	397	321	209	0	0	0	0	0	1	0	0	7	1	3	3
chr15A:245228-247305	Cluster_24116	1234	210	362	322	272	0	0	1	0	0	0	0	1	0	14	27	25
chr15A:297703-301318	Cluster_24136	1392	149	323	255	133	0	0	1	0	0	2	0	0	0	93	170	266
chr15A:301462-302559	Cluster_24137	561	53	127	109	54	0	0	0	0	0	0	0	1	0	31	83	103
chr15A:302850-304021	Cluster_24138	1343	161	285	263	148	0	0	0	0	0	0	0	1	0	76	175	234
chr15A:304107-305897	Cluster_24139	1265	128	259	223	128	0	0	0	0	0	1	4	0	0	86	183	253
chr15A:306000-306768	Cluster_24140	780	91	187	151	76	0	0	0	0	0	0	0	0	0	33	106	136
chr15A:306857-309312	Cluster_24141	2359	248	552	472	229	0	1	0	1	0	1	2	1	0	144	328	380
chr15A:309870-310202	Cluster_24142	377	45	86	60	38	0	0	0	0	0	0	1	2	0	34	51	60
chr15A:310352-311121	Cluster_24143	492	47	109	92	40	0	0	0	0	0	0	0	0	0	59	52	93
chr15A:318902-320507	Cluster_24148	307	59	101	75	61	0	0	0	0	1	0	0	1	2	0	4	3
chr15A:326597-327936	Cluster_24150	566	113	190	143	115	0	0	0	0	0	0	0	0	0	1	1	3
chr15A:328040-328983	Cluster_24151	625	128	223	155	107	0	0	0	0	0	0	0	1	2	1	2	6
chr15A:371017-375967	Cluster_24164	774	97	151	152	109	0	0	0	0	1	0	1	0	1	46	108	108
chr15A:376154-385073	Cluster_24165	3010	386	761	586	332	0	0	0	0	1	1	2	1	0	148	353	439
chr15A:393258-394712	Cluster_24168	302	54	93	77	69	0	0	0	0	0	0	0	0	2	0	4	3
chr15A:407303-409066	Cluster_24176	406	59	94	73	172	0	0	0	0	0	0	0	1	0	1	3	3
chr15A:415252-419786	Cluster_24178	513	63	114	88	62	0	1	0	0	0	1	0	0	0	35	71	78
chr15A:457563-459048	Cluster_24189	391	74	107	100	101	0	0	0	0	1	0	0	1	1	1	2	3
chr15A:461487-463210	Cluster_24192	744	532	103	89	16	0	0	0	0	0	0	0	0	1	1	2	0
chr15A:463299-464797	Cluster_24193	1058	780	144	117	12	0	0	0	0	0	0	0	0	0	2	2	1
chr15A:466782-468567	Cluster_24195	7505	1071	2148	1729	1158	1	0	2	0	0	2	4	21	33	266	530	540
chr15A:469858-472709	Cluster_24197	6146	880	1630	1289	943	0	0	1	0	0	3	2	7	4	274	552	561
chr15A:473101-473405	Cluster_24198	835	130	203	170	207	0	0	1	0	1	0	1	2	1	35	36	48
chr15A:473606-474474	Cluster_24199	1450	203	402	275	210	0	0	0	1	0	0	1	3	1	67	130	157
chr15A:474750-475070	Cluster_24200	650	85	142	132	112	0	0	0	0	0	0	1	2	0	35	76	65
chr15A:475202-480362	Cluster_24201	10749	1660	2815	2296	1761	0	3	2	1	2	2	6	3	3	445	878	872
chr15A:481110-489461	Cluster_24203	9803	1292	2630	2022	1438	0	0	4	0	2	1	7	6	7	452	947	995
chr15A:489553-492617	Cluster_24204	2647	330	722	627	371	1	1	1	0	1	0	2	0	0	134	214	243
chr15A:492750-495455	Cluster_24205	862	122	247	187	117	0	1	0	1	0	0	1	1	0	46	62	77
chr15A:495610-499699	Cluster_24206	839	106	214	171	116	0	1	1	1	0	0	1	2	1	43	82	100
chr15A:514577-518670	Cluster_24211	3304	1607	752	584	343	0	1	0	0	0	0	1	1	0	0	8	7
chr15A:603444-604413	Cluster_24230	576	110	170	148	111	2	2	0	8	3	8	2	0	1	5	3	3
chr15A:644794-645169	Cluster_24237	258	60	92	72	18	0	0	0	0	0	0	0	0	0	5	6	5
chr15A:680708-681005	Cluster_24248	399	50	100	91	56	1	0	0	0	0	0	0	1	0	16	46	38
chr15A:681204-681462	Cluster_24249	370	44	88	77	42	0	0	1	0	0	1	0	0	1	15	43	58
chr15A:693751-698352	Cluster_24256	741	85	182	126	89	0	0	1	0	0	0	1	0	1	57	86	113
chr15A:704748-707656	Cluster_24261	319	46	64	46	52	0	0	0	0	0	0	0	0	1	17	43	50
chr15A:715349-716365	Cluster_24263	480	326	68	55	30	0	0	0	0	1	0	0	0	0	0	0	0
chr15A:724131-725451	Cluster_24268	335	125	97	75	31	0	0	0	0	0	1	0	0	0	0	4	2
chr15A:774700-777508	Cluster_24291	2436	505	736	590	503	0	0	0	0	0	0	1	3	3	17	42	36
chr15A:812822-815549	Cluster_24302	252	32	47	40	36	0	0	0	0	0	0	0	0	0	13	38	46
chr15A:819711-821316	Cluster_24306	4249	771	1489	1290	694	0	0	1	0	0	0	0	2	0	0	1	1
chr15A:823383-827863	Cluster_24308	1095	643	200	156	93	0	0	0	0	0	0	0	0	1	0	0	2
chr15A:829605-831006	Cluster_24311	334	225	51	43	12	0	0	1	0	0	1	0	0	0	0	0	1
chr15A:833129-836166	Cluster_24313	949	269	271	242	125	0	0	0	2	0	1	0	5	3	9	7	15
chr15A:936310-937470	Cluster_24328	284	58	97	71	50	0	0	0	0	0	0	0	0	0	1	3	4
chr15A:1004569-1008886	Cluster_24355	49024	31962	8742	6801	1396	0	4	2	4	4	4	3	19	4	20	28	31
chr15A:1008968-1010207	Cluster_24356	5884	3529	1204	971	172	0	0	0	0	1	1	0	3	0	0	2	1
chr15A:1026991-1028451	Cluster_24366	294	23	70	57	36	0	0	0	0	0	0	0	0	0	21	37	50
chr15A:1031354-1031622	Cluster_24369	825	128	183	172	139	0	0	0	0	0	1	0	0	0	24	92	86
chr15A:1075534-1075763	Cluster_24377	9024	791	3616	3043	1325	1	2	1	2	2	2	2	29	23	51	59	75
chr15A:1076306-1078861	Cluster_24378	324	40	64	43	54	1	0	0	0	0	0	0	1	1	17	44	59
chr15A:1118500-1118972	Cluster_24392	1988	332	646	520	357	0	0	0	0	0	2	0	3	5	27	37	59
chr15A:1171715-1172447	Cluster_24416	441	99	140	108	79	0	0	0	0	0	0	0	0	1	2	8	4
chr15A:1197359-1200494	Cluster_24432	1248	210	390	323	238	0	1	0	1	0	1	0	2	7	17	28	30
chr15A:1215305-1215869	Cluster_24442	388	37	85	64	60	0	0	0	0	0	0	0	0	0	33	41	68
chr15A:1216152-1216671	Cluster_24443	745	93	188	115	139	0	1	1	0	0	0	1	0	1	37	75	94
chr15A:1221102-1221521	Cluster_24449	589	57	144	125	72	0	0	0	0	0	0	1	0	1	36	73	80
chr15A:1228527-1229063	Cluster_24458	290	32	52	48	35	0	0	0	0	0	0	0	0	0	19	47	57
chr15A:1229464-1230810	Cluster_24459	1350	146	324	204	194	0	1	0	0	0	0	2	0	0	120	169	190
chr15A:1230906-1231716	Cluster_24460	601	60	130	92	99	0	0	0	0	0	0	0	0	0	43	68	109
chr15A:1233430-1234174	Cluster_24463	320	45	72	65	36	0	0	0	0	0	0	0	0	0	19	39	44
chr15A:1255762-1256667	Cluster_24469	1283	158	317	272	268	0	0	0	0	0	0	1	0	0	57	121	89
chr15A:1273447-1274770	Cluster_24473	247	31	62	46	36	0	0	0	0	0	0	0	0	1	18	19	34
chr15A:1275427-1277169	Cluster_24474	642	83	141	142	99	0	0	0	0	0	0	0	1	0	35	68	73
chr15A:1331110-1333353	Cluster_24489	293	59	74	63	57	0	0	0	0	0	0	0	2	0	9	12	17
chr15A:1344277-1346295	Cluster_24493	1147	242	403	303	184	0	1	2	0	0	0	0	0	4	2	0	6
chr15A:1346388-1349525	Cluster_24494	281	47	102	88	41	0	0	0	0	0	1	0	0	0	1	0	1
chr15A:1408525-1411187	Cluster_24528	622	118	196	177	79	0	1	0	0	0	0	0	5	0	8	14	24
chr15A:1426105-1429878	Cluster_24530	423	59	87	61	65	0	0	0	0	0	0	1	0	2	23	50	75
chr15A:1436569-1438365	Cluster_24533	319	190	59	46	24	0	0	0	0	0	0	0	0	0	0	0	0
chr15A:1492066-1493682	Cluster_24559	525	73	121	88	66	0	0	0	0	0	0	0	0	0	39	58	80
chr15A:1513596-1515032	Cluster_24564	711	462	108	97	36	0	0	1	0	0	1	0	0	0	2	2	2
chr15A:1526302-1527765	Cluster_24567	382	40	100	87	48	0	0	0	0	0	0	0	0	0	25	38	44
chr15A:1530604-1533446	Cluster_24568	1129	768	173	143	38	0	1	0	0	0	0	0	0	2	0	1	3
chr15A:1533863-1537466	Cluster_24570	5169	1641	1418	1113	979	0	0	2	0	0	2	0	2	2	6	2	2
chr15A:1537569-1538688	Cluster_24571	373	286	33	33	19	0	0	0	0	1	0	0	0	0	0	0	1
chr15A:1557041-1559695	Cluster_24574	265	46	53	49	37	0	0	0	0	0	0	0	0	0	13	32	35
chr15A:1609994-1613321	Cluster_24593	471	116	146	108	88	0	0	0	0	0	0	0	1	0	6	3	3
chr15A:1624605-1625177	Cluster_24605	325	57	69	69	41	0	0	0	0	0	0	0	0	0	16	33	40
chr15A:1653992-1654661	Cluster_24619	581	111	201	132	121	0	0	0	0	0	0	0	1	0	3	6	6
chr15A:1654951-1655268	Cluster_24620	556	111	182	144	110	0	0	0	0	0	0	0	0	5	0	3	1
chr15A:1693061-1694121	Cluster_24631	263	49	60	44	30	0	0	0	0	0	0	0	0	0	19	30	31
chr15A:1784914-1785909	Cluster_24654	400	269	53	63	11	0	0	0	1	0	0	0	0	0	1	0	2
chr15A:1786755-1787483	Cluster_24656	420	303	60	46	7	0	0	0	0	0	0	0	0	0	1	1	2
chr15A:1865845-1866517	Cluster_24672	832	709	60	48	9	0	0	0	0	0	0	0	0	0	1	3	2
chr15A:1867002-1867227	Cluster_24673	513	462	26	22	1	0	0	0	0	0	0	0	1	0	0	0	1
chr15A:1867350-1868968	Cluster_24674	4593	3745	388	322	49	0	0	0	2	1	0	1	0	0	17	36	32
chr15A:1869613-1870962	Cluster_24675	2914	2421	251	189	18	0	0	0	0	0	0	0	0	1	10	9	15
chr15A:1873698-1874376	Cluster_24677	301	54	63	54	48	0	0	0	0	0	0	0	0	0	18	28	36
chr15A:1876871-1877136	Cluster_24678	327	39	78	72	57	0	0	1	0	0	0	0	0	0	21	31	28
chr15A:1877252-1877602	Cluster_24679	614	55	134	111	92	0	0	0	0	0	0	0	1	2	39	87	93
chr15A:1877700-1878471	Cluster_24680	591	77	121	122	70	0	0	0	0	0	0	0	1	0	29	77	94
chr15A:1888506-1889695	Cluster_24685	401	97	123	98	72	0	0	0	0	0	0	0	0	0	5	3	3
chr15A:1943007-1944929	Cluster_24710	904	575	157	135	26	0	0	0	0	0	0	0	0	2	1	5	3
chr15A:1945004-1945930	Cluster_24711	1015	727	126	104	44	0	0	1	0	0	1	0	0	1	2	4	5
chr15A:1951711-1953753	Cluster_24714	601	104	208	190	87	0	0	0	0	0	0	0	0	0	1	6	5
chr15A:2037166-2040118	Cluster_24741	1289	219	458	296	263	0	0	0	0	0	0	0	2	2	7	20	22
chr15A:2080892-2083539	Cluster_24753	459	69	121	93	68	0	0	0	0	0	0	0	0	2	16	48	42
chr15A:2164999-2165683	Cluster_24768	8382	2032	2375	1873	2044	0	0	0	0	0	2	0	4	16	1	20	15
chr15A:2176235-2177458	Cluster_24770	293	64	97	80	50	0	0	0	0	0	0	0	1	1	0	0	0
chr15A:2191137-2193329	Cluster_24773	863	153	317	232	151	0	1	0	0	0	0	0	2	1	0	4	2
chr15A:2224190-2228803	Cluster_24781	1738	370	554	436	355	0	0	0	0	1	0	0	3	2	5	6	6
chr15A:2230535-2230859	Cluster_24782	1277	236	415	416	202	0	0	1	0	0	0	0	1	0	1	1	4
chr15A:2248955-2250056	Cluster_24786	308	28	75	70	39	0	0	0	0	0	0	0	0	0	21	38	37
chr15A:2263561-2266039	Cluster_24793	944	216	302	274	138	0	1	0	1	0	0	0	0	0	1	6	5
chr15A:2395838-2397821	Cluster_24821	4483	623	1257	979	864	0	0	0	0	1	1	1	2	0	137	316	302
chr15A:2398069-2401116	Cluster_24823	7662	1233	2221	1740	1437	0	0	4	1	0	1	1	5	5	175	441	398
chr15A:2401850-2402269	Cluster_24825	1193	154	310	218	197	0	0	2	0	0	0	2	0	0	59	123	128
chr15A:2402450-2403220	Cluster_24826	3679	540	892	827	563	0	1	2	0	0	1	1	3	3	137	338	371
chr15A:2403360-2403583	Cluster_24827	251	30	81	69	42	0	0	0	0	0	0	0	0	0	5	13	11
chr15A:2403900-2410200	Cluster_24828	17785	2655	4845	3930	3100	1	3	6	2	4	5	14	37	68	581	1218	1316
chr15A:2480746-2482162	Cluster_24853	698	98	184	143	102	0	0	0	0	0	0	0	0	1	40	60	70
chr15A:2482251-2483366	Cluster_24854	496	60	139	103	73	0	0	0	0	0	0	1	2	0	14	45	59
chr15A:2484409-2489569	Cluster_24856	1109	171	318	238	184	0	0	1	0	0	1	2	0	0	36	88	70
chr15A:2494255-2499996	Cluster_24860	768	74	164	130	91	1	0	0	0	0	1	0	0	4	55	124	124
chr15A:2522403-2523613	Cluster_24875	475	67	108	92	52	0	0	0	0	0	0	1	1	0	30	68	56
chr15A:2523735-2525683	Cluster_24876	377	44	74	65	45	0	0	0	0	0	0	0	1	0	23	55	70
chr15A:2525971-2527033	Cluster_24877	327	78	69	55	34	0	0	0	0	0	1	0	0	0	22	36	32
chr15A:2543773-2546977	Cluster_24884	273	26	60	32	41	0	0	0	0	0	0	0	0	2	23	36	53
chr15A:2571618-2573654	Cluster_24898	374	48	77	74	35	0	0	0	0	0	0	0	0	0	29	43	68
chr15A:2573739-2577118	Cluster_24899	1409	180	341	243	172	0	0	0	1	1	0	4	0	1	93	161	212
chr15A:2581005-2581488	Cluster_24903	386	6	8	5	5	0	57	40	5	39	26	18	9	67	18	36	47
chr15A:2614777-2615877	Cluster_24917	335	60	85	65	37	0	0	0	0	0	0	0	0	0	19	31	38
chr15A:2616425-2618345	Cluster_24919	714	72	149	135	83	1	1	0	0	0	0	0	0	0	49	109	115
chr15A:2621016-2623100	Cluster_24923	701	72	156	119	62	0	0	0	0	0	0	0	1	0	55	113	123
chr15A:2697000-2700948	Cluster_24955	976	131	290	199	121	0	1	0	0	1	0	0	1	0	44	92	96
chr15A:2702519-2709356	Cluster_24958	1642	205	369	312	173	0	8	8	2	3	5	4	0	14	113	201	225
chr15A:2716031-2718360	Cluster_24964	1887	261	497	355	281	0	0	0	0	1	0	3	0	0	94	188	207
chr15A:2719525-2720692	Cluster_24966	319	28	81	53	32	0	0	1	0	0	0	0	0	0	26	40	58
chr15A:2724750-2727588	Cluster_24970	977	85	201	159	126	0	0	0	0	0	0	2	1	2	104	130	167
chr15A:2727733-2729798	Cluster_24971	1408	152	289	231	231	0	0	0	0	0	0	3	0	2	112	186	202
chr15A:2731366-2732460	Cluster_24973	348	48	61	54	41	0	0	0	0	1	1	0	1	0	27	57	57
